date;portfolio;benchmark
23.08.2012;106.2280507;84.56179945
24.08.2012;105.8031385;85.06917025
25.08.2012;105.5915323;85.4945161
26.08.2012;105.9083069;85.4945161
27.08.2012;105.8023985;85.58001062
28.08.2012;105.4849914;85.83675065
29.08.2012;105.2740214;85.66507715
30.08.2012;104.9581993;85.92207238
31.08.2012;104.9581993;85.66430616
01.09.2012;106.0077813;86.178292
02.09.2012;105.5837502;86.26447029
03.09.2012;106.6395877;86.43699923
04.09.2012;107.3860648;86.78274723
05.09.2012;106.4195902;86.60918174
06.09.2012;106.3131706;87.12883683
07.09.2012;107.2699892;87.82586752
08.09.2012;108.342689;87.12326058
09.09.2012;107.5842902;87.21038384
10.09.2012;107.6918745;86.33828
11.09.2012;108.5534095;86.85630968
12.09.2012;109.3132834;86.85630968
13.09.2012;109.3132834;86.76945337
14.09.2012;109.0946568;87.11653119
15.09.2012;108.6582782;87.37788078
16.09.2012;108.4409616;88.07690383
17.09.2012;109.3084893;87.19613479
18.09.2012;108.9805638;87.54491933
19.09.2012;108.435661;87.63246425
20.09.2012;109.1947107;86.93140453
21.09.2012;109.8498789;86.40981611
22.09.2012;110.3991283;86.06417684
23.09.2012;110.2887292;86.40843355
24.09.2012;109.8475743;86.66765885
25.09.2012;110.6165073;87.27433246
26.09.2012;110.5058908;87.36160679
27.09.2012;110.6163967;87.4489684
28.09.2012;111.1694787;87.88621324
29.09.2012;111.725326;88.14987188
30.09.2012;112.8425793;87.79727239
01.10.2012;112.6168942;88.23625876
02.10.2012;112.2790435;88.67744005
03.10.2012;111.8299273;88.67744005
04.10.2012;111.4944375;87.87934309
05.10.2012;110.3794931;87.87934309
06.10.2012;111.1521496;87.26418769
07.10.2012;111.9302146;86.39154581
08.10.2012;111.594424;85.87319654
09.10.2012;112.0408017;85.10033777
10.10.2012;111.7046793;85.1854381
11.10.2012;112.151498;84.92988179
12.10.2012;113.1608615;84.50523238
13.10.2012;113.0477006;84.25171668
14.10.2012;113.273796;84.25171668
15.10.2012;114.1799864;84.58872355
16.10.2012;113.8374464;84.757901
17.10.2012;112.9267469;84.33411149
18.10.2012;113.3784538;83.91244094
19.10.2012;112.6981831;84.58374046
20.10.2012;111.9092958;84.41457298
21.10.2012;111.1259308;83.90808554
22.10.2012;110.2369233;83.82417746
23.10.2012;109.3550279;82.98593568
24.10.2012;109.0269629;83.23489349
25.10.2012;108.2637741;83.23489349
26.10.2012;109.1298843;83.90077264
27.10.2012;109.1298843;84.06857418
28.10.2012;108.0385855;83.81636846
29.10.2012;108.3627012;82.97820478
30.10.2012;107.8208877;82.89522657
31.10.2012;107.7130668;82.89522657
01.11.2012;108.7901975;82.89522657
02.11.2012;109.3341485;82.81233135
03.11.2012;109.8808192;83.55764233
04.11.2012;108.782011;83.97543054
05.11.2012;108.782011;84.22735683
06.11.2012;109.3259211;84.22735683
07.11.2012;108.4513137;83.63776533
08.11.2012;109.2104729;84.39050522
09.11.2012;109.7565253;84.55928623
10.11.2012;110.8540905;84.81296409
11.11.2012;111.7409233;84.64333816
12.11.2012;112.4113688;83.96619146
13.11.2012;111.849312;83.29446193
14.11.2012;110.8426681;83.96081762
15.11.2012;110.5101401;83.12120944
16.11.2012;110.9521807;82.37311856
17.11.2012;111.2850372;83.03210351
18.11.2012;111.8414624;82.45087878
19.11.2012;112.1769868;83.11048581
20.11.2012;111.9526328;83.69225921
21.11.2012;112.512396;83.85964373
22.11.2012;113.5250076;84.44666124
23.11.2012;113.5250076;84.5311079
24.11.2012;112.9573825;84.95376344
25.11.2012;112.6185104;85.46348602
26.11.2012;113.2942214;85.46348602
27.11.2012;112.2745735;85.12163208
28.11.2012;113.0604955;85.54724024
29.11.2012;114.0780399;85.80388196
30.11.2012;113.1654156;86.0612936
01.12.2012;114.2970698;85.45886455
02.12.2012;114.754258;85.03157023
03.12.2012;115.0985208;84.94653866
04.12.2012;114.6381267;85.03148519
05.12.2012;114.7527649;85.37161113
06.12.2012;114.4085066;85.54235436
07.12.2012;113.7220555;85.02910023
08.12.2012;114.745554;84.51892563
09.12.2012;115.6635185;84.60344456
10.12.2012;116.8201536;84.34963422
11.12.2012;116.4696932;84.60268312
12.12.2012;116.2367538;84.26427239
13.12.2012;117.0504111;84.09574385
14.12.2012;117.4015623;84.09574385
15.12.2012;117.0493576;84.43212682
16.12.2012;115.9959134;83.75666981
17.12.2012;115.5319297;84.59423651
18.12.2012;115.069802;83.91748261
19.12.2012;114.0341738;84.67273996
20.12.2012;113.6920713;84.67273996
21.12.2012;113.6920713;85.35012188
22.12.2012;113.4646871;85.26477176
23.12.2012;113.4646871;85.09424221
24.12.2012;112.3300403;85.51971342
25.12.2012;113.1163506;85.09211486
26.12.2012;112.3245361;85.85794389
27.12.2012;113.1108079;86.63066538
28.12.2012;112.3190322;86.45740405
29.12.2012;111.1958419;87.32197809
30.12.2012;110.8622544;87.14733414
31.12.2012;111.4165656;86.7987448
01.01.2013;111.6393988;86.0175561
02.01.2013;112.1975958;85.75950343
03.01.2013;113.3195717;84.9019084
04.01.2013;112.5263347;84.30759504
05.01.2013;113.3140191;84.72913301
06.01.2013;114.1072172;84.98332041
07.01.2013;113.7648955;85.49322033
08.01.2013;113.5373657;84.72378135
09.01.2013;114.559202;84.0459911
10.01.2013;114.1009652;84.88645101
11.01.2013;113.1881575;84.2073594
12.01.2013;112.5090286;84.96522564
13.01.2013;113.5216098;84.62536473
14.01.2013;113.4080882;84.45611401
15.01.2013;114.3153529;85.30067515
16.01.2013;113.6294608;85.13007379
17.01.2013;114.5384965;85.98137453
18.01.2013;114.7675735;85.98137453
19.01.2013;115.8004816;85.37950491
20.01.2013;116.2636836;85.80640244
21.01.2013;117.3100567;85.11995122
22.01.2013;118.2485372;84.69435146
23.01.2013;117.0660518;84.2708797
24.01.2013;117.6513821;83.59671267
25.01.2013;118.0043362;83.1787291
26.01.2013;119.1843796;83.84415893
27.01.2013;119.7803015;84.09569141
28.01.2013;118.9418393;84.01159572
29.01.2013;120.0123159;83.84357253
30.01.2013;119.7722913;84.43047754
31.01.2013;120.1316081;84.9370604
01.02.2013;120.6121346;85.10693452
02.02.2013;120.8533588;84.25586518
03.02.2013;120.2490921;83.66607412
04.02.2013;121.451583;83.0804116
05.02.2013;120.7228735;82.74808996
06.02.2013;119.7570905;81.92060906
07.02.2013;120.9546614;82.49405332
08.02.2013;119.8660694;82.65904143
09.02.2013;119.5064712;81.99776909
10.02.2013;120.2235101;82.16176463
11.02.2013;119.3819455;82.32608816
12.02.2013;118.307508;81.50282728
13.02.2013;117.2427404;82.1548499
14.02.2013;117.7117114;82.4834693
15.02.2013;118.6534051;82.15353542
16.02.2013;119.1280187;81.82492128
17.02.2013;120.3192989;81.74309636
18.02.2013;120.5599375;81.08915159
19.02.2013;121.524417;80.60261668
20.02.2013;120.5522216;80.36080883
21.02.2013;121.275535;79.63756155
22.02.2013;120.0627796;80.43393716
23.02.2013;120.6630935;80.5143711
24.02.2013;119.5771257;80.67539984
25.02.2013;118.6205087;80.67539984
26.02.2013;118.7391292;80.75607524
27.02.2013;118.62039;80.75607524
28.02.2013;118.0272881;80.67531917
01.03.2013;118.1453154;81.2400464
02.03.2013;118.8541873;80.67136608
03.03.2013;117.9033538;79.86465242
04.03.2013;116.8422236;80.18411103
05.03.2013;116.6085391;80.26429514
06.03.2013;117.658016;79.46165219
07.03.2013;118.5992801;80.25626871
08.03.2013;118.955078;79.69447483
09.03.2013;118.2413475;80.49141957
10.03.2013;119.3055196;80.08896248
11.03.2013;118.5896865;80.00887351
12.03.2013;119.4198143;79.4488114
13.03.2013;120.3751728;79.21046497
14.03.2013;121.3381742;79.3688859
15.03.2013;121.7021887;78.65456592
16.03.2013;121.8238909;78.57591136
17.03.2013;120.9711237;78.73306318
18.03.2013;121.9388927;79.52039381
19.03.2013;121.9388927;79.99751617
20.03.2013;121.573076;79.35753604
21.03.2013;122.1809414;79.27817851
22.03.2013;122.1809414;79.43673487
23.03.2013;121.6922176;79.99279201
24.03.2013;122.1789865;80.79271993
25.03.2013;122.5455234;81.11589081
26.03.2013;122.4229779;81.44035437
27.03.2013;123.4023617;81.68467544
28.03.2013;122.7853499;81.27625206
29.03.2013;123.7676327;80.95114705
30.03.2013;123.0250269;81.51780508
31.03.2013;123.394102;82.00691191
01.04.2013;123.8876784;82.33493956
02.04.2013;123.5160154;81.84092992
03.04.2013;124.7511755;81.84092992
04.04.2013;124.7511755;81.02252062
05.04.2013;124.1274197;80.86047558
06.04.2013;123.8791648;80.53703368
07.04.2013;123.7552857;80.37595961
08.04.2013;123.1365092;80.69746345
09.04.2013;121.9051441;80.29397613
10.04.2013;121.6613338;79.81221227
11.04.2013;122.2696405;79.01409015
12.04.2013;121.6582923;78.46099152
13.04.2013;122.1449255;77.83330359
14.04.2013;122.7556501;78.45597002
15.04.2013;123.1239171;78.7697939
16.04.2013;123.6164127;78.53348452
17.04.2013;122.3802486;78.14081709
18.04.2013;123.6040511;78.92222526
19.04.2013;122.8624268;79.00114749
20.04.2013;122.8624268;78.29013716
21.04.2013;122.7395644;78.3684273
22.04.2013;123.2305226;78.52516415
23.04.2013;123.1072921;78.05401317
24.04.2013;121.8762192;78.2101212
25.04.2013;121.1449619;77.42801998
26.04.2013;121.2661068;77.35059196
27.04.2013;121.7511712;77.35059196
28.04.2013;122.6034294;76.57708604
29.04.2013;122.7260329;76.57708604
30.04.2013;123.5851151;76.73024022
01.05.2013;124.6973811;76.73024022
02.05.2013;124.1985916;76.26985877
03.05.2013;125.4405775;76.80374779
04.05.2013;126.193221;76.26612155
05.05.2013;127.2027668;76.49491992
06.05.2013;126.8211585;76.49491992
07.05.2013;126.9479796;77.03038436
08.05.2013;125.8054478;76.3371109
09.05.2013;124.6731988;76.79513356
10.05.2013;124.5485256;76.56474816
11.05.2013;125.5449138;76.79444241
12.05.2013;124.7916443;76.87123685
13.05.2013;124.0428944;77.10185056
14.05.2013;124.4150231;76.4079339
15.05.2013;123.544118;75.7202625
16.05.2013;123.0499415;75.49310171
17.05.2013;122.6807917;75.1911293
18.05.2013;122.6807917;75.64227608
19.05.2013;123.7849188;75.79356063
20.05.2013;123.6611339;75.64197351
21.05.2013;122.6718448;75.9445414
22.05.2013;123.6532195;75.48887416
23.05.2013;122.5403406;76.09278515
24.05.2013;123.6432036;76.24497072
25.05.2013;123.3959172;77.00742043
26.05.2013;123.3959172;77.77749463
27.05.2013;122.6555417;78.55526958
28.05.2013;122.2875751;78.71238012
29.05.2013;122.7767254;78.55495536
30.05.2013;121.6717349;78.63351031
31.05.2013;120.5766893;78.24034276
01.06.2013;121.7824562;79.02274619
02.06.2013;123.0002807;79.25981443
03.06.2013;123.0002807;79.89389294
04.06.2013;124.2302835;79.65421126
05.06.2013;122.9879807;79.73386547
06.06.2013;123.6029206;79.97306707
07.06.2013;123.8501264;80.1330132
08.06.2013;123.1070257;80.77407731
09.06.2013;122.7377046;80.04711061
10.06.2013;123.4741308;80.52739328
11.06.2013;122.4863378;79.88317413
12.06.2013;122.8537968;79.48375826
13.06.2013;122.4852354;80.04014457
14.06.2013;121.260383;79.47986356
15.06.2013;122.4729869;80.11570247
16.06.2013;122.9628788;80.91685949
17.06.2013;122.7169531;80.35044147
18.06.2013;123.6986887;79.94868927
19.06.2013;124.9356756;79.86874058
20.06.2013;123.6863188;80.18821554
21.06.2013;123.0678872;80.66934483
22.06.2013;122.4525478;80.50800614
23.06.2013;122.2076427;79.78343409
24.06.2013;121.9632274;80.34191813
25.06.2013;122.2071539;79.53849895
26.06.2013;120.9850823;80.01572994
27.06.2013;120.6221271;80.73587151
28.06.2013;121.466482;81.46249435
29.06.2013;121.223549;80.8107944
30.06.2013;121.223549;81.37646996
01.07.2013;122.4357845;80.64408173
02.07.2013;122.6806561;80.80536989
03.07.2013;121.8218915;80.88617526
04.07.2013;120.7254944;81.29060614
05.07.2013;121.9327494;80.55899068
06.07.2013;120.9572874;80.47843169
07.07.2013;120.1105864;79.83460424
08.07.2013;119.630144;80.39344647
09.07.2013;120.1086646;79.66990545
10.07.2013;120.1086646;79.59023554
11.07.2013;120.3488819;79.43105507
12.07.2013;119.265742;79.43105507
13.07.2013;119.3850077;78.71617558
14.07.2013;120.2207028;79.26718881
15.07.2013;121.4229098;79.66352475
16.07.2013;121.0586411;80.06184237
17.07.2013;120.6954652;79.66153316
18.07.2013;120.4540742;79.34288703
19.07.2013;119.972258;78.78748682
20.07.2013;120.452147;78.55112436
21.07.2013;120.5725991;78.39402211
22.07.2013;121.2960347;78.55081016
23.07.2013;121.9025149;78.31515773
24.07.2013;122.390125;78.5501032
25.07.2013;123.6140262;78.07880258
26.07.2013;123.7376402;77.68840857
27.07.2013;123.118952;77.76609698
28.07.2013;122.7495952;78.07716136
29.07.2013;122.1358472;77.60869839
30.07.2013;121.2808963;77.91913319
31.07.2013;121.1596154;78.46456712
01.08.2013;120.7961365;78.38610255
02.08.2013;121.4001172;77.99417204
03.08.2013;120.7931166;78.22815456
04.08.2013;121.0347029;77.99347009
05.08.2013;122.2450499;77.75948968
06.08.2013;122.2450499;77.6039707
07.08.2013;122.611785;77.37115879
08.08.2013;121.6308908;76.82956068
09.08.2013;120.9011054;77.06004936
10.08.2013;120.417501;77.21416946
11.08.2013;120.0562485;76.98252695
12.08.2013;118.9757423;77.21347453
13.08.2013;118.8567665;76.82740716
14.08.2013;118.2624827;77.36519901
15.08.2013;117.9076952;76.82364262
16.08.2013;117.5539721;77.05411355
17.08.2013;117.0837563;76.8229512
18.08.2013;117.669175;76.5156594
19.08.2013;116.7278216;75.98004978
20.08.2013;115.6772712;75.44818944
21.08.2013;115.3302394;75.59908581
22.08.2013;115.9068906;75.44788764
23.08.2013;114.8637286;75.67423131
24.08.2013;115.4380473;75.97692823
25.08.2013;116.1306755;75.44508973
26.08.2013;117.1758516;75.44508973
27.08.2013;116.3556207;75.36964464
28.08.2013;115.6574869;74.69131784
29.08.2013;114.8478845;74.61662652
30.08.2013;114.6181888;75.21355954
31.08.2013;114.9620433;74.46142394
01.09.2013;114.8470813;73.94019397
02.09.2013;114.9619284;74.01413417
03.09.2013;116.1115476;74.0881483
04.09.2013;117.2726631;74.82902978
05.09.2013;116.6862998;74.08073949
06.09.2013;116.4529272;73.56217431
07.09.2013;117.3845506;73.34148779
08.09.2013;116.4454742;73.19480481
09.09.2013;116.6783652;73.41438923
10.09.2013;116.4450084;72.82707411
11.09.2013;115.3970034;72.24445752
12.09.2013;116.0893854;71.73874632
13.09.2013;115.7411172;71.23657509
14.09.2013;115.0466705;70.52420934
15.09.2013;114.3563905;70.73578197
16.09.2013;114.1276777;70.73578197
17.09.2013;114.8124438;70.38210306
18.09.2013;114.4680064;69.88942834
19.09.2013;113.5522624;70.30876491
20.09.2013;112.4167398;70.66030873
21.09.2013;113.3160737;70.30700719
22.09.2013;113.5427058;70.02577916
23.09.2013;113.2020777;70.44593384
24.09.2013;113.654886;70.30504197
25.09.2013;114.67778;70.51595709
26.09.2013;115.3658467;70.79802092
27.09.2013;115.135115;70.51482884
28.09.2013;114.6745745;70.16225469
29.09.2013;115.362622;70.79371499
30.09.2013;115.5933472;70.79371499
01.10.2013;115.4777539;71.14768356
02.10.2013;115.7087094;71.50342198
03.10.2013;116.1715442;71.43191856
04.10.2013;116.5200589;72.14623774
05.10.2013;115.5878984;72.50696893
06.10.2013;115.3567226;72.79699681
07.10.2013;115.1260091;72.8697938
08.10.2013;115.2411351;72.50544484
09.10.2013;116.1630642;72.14291761
10.10.2013;116.5115534;71.85434594
11.10.2013;117.3271343;72.14176332
12.10.2013;117.09248;71.92533803
13.10.2013;116.9753875;72.06918871
14.10.2013;116.1565598;72.28539628
15.10.2013;114.9949942;71.99625469
16.10.2013;114.5350143;72.42823222
17.10.2013;115.2222243;72.93522985
18.10.2013;114.530891;73.51871168
19.10.2013;113.8437057;73.0040807
20.10.2013;114.0713931;73.0040807
21.10.2013;114.1854645;72.34704398
22.10.2013;114.071279;72.49173806
23.10.2013;114.5275641;72.70921328
24.10.2013;114.8711468;73.07275934
25.10.2013;113.8373065;72.85354107
26.10.2013;113.1542826;72.1978592
27.10.2013;113.0411284;71.62027632
28.10.2013;113.4932929;71.90675743
29.10.2013;114.2877459;72.19438446
30.10.2013;115.0877601;72.12219007
31.10.2013;114.1670581;71.97794569
01.11.2013;115.3087286;72.33783542
02.11.2013;116.3465072;71.97614624
03.11.2013;115.8811212;72.19207468
04.11.2013;114.8381911;72.55303506
05.11.2013;115.8717348;72.04516381
06.11.2013;115.4082479;72.18925414
07.11.2013;114.4849819;72.11706489
08.11.2013;115.0574068;71.4680113
09.11.2013;114.0218901;71.25360727
10.11.2013;114.135912;70.89733923
11.11.2013;114.5924557;71.25182593
12.11.2013;113.4465311;71.96434419
13.11.2013;113.6734242;71.46059378
14.11.2013;114.0144444;72.17519971
15.11.2013;114.2424733;71.88649892
16.11.2013;114.4709583;71.81461242
17.11.2013;114.2420164;71.45553936
18.11.2013;113.0995962;70.8124395
19.11.2013;111.9686002;71.1665017
20.11.2013;111.2967886;70.81066919
21.11.2013;111.0741951;70.31499451
22.11.2013;111.2963434;69.82278954
23.11.2013;111.2963434;69.33403002
24.11.2013;111.9641215;68.77935778
25.11.2013;112.411978;69.32959264
26.11.2013;113.4236858;69.88422938
27.11.2013;112.62972;69.32515555
28.11.2013;111.6160525;69.60245617
29.11.2013;110.9463562;70.15927582
30.11.2013;111.9448734;70.01895727
01.12.2013;111.8329285;70.01895727
02.12.2013;112.1684273;69.80890039
03.12.2013;112.5049326;70.3673716
04.12.2013;112.0549129;70.15626948
05.12.2013;111.1584736;70.64736337
06.12.2013;110.8249981;71.21254228
07.12.2013;111.2682981;71.63981753
08.12.2013;112.3809811;71.13833881
09.12.2013;112.2686001;71.13833881
10.12.2013;112.3808687;71.63630718
11.12.2013;113.055154;71.77957979
12.12.2013;113.1682091;72.28203685
13.12.2013;112.036527;72.49888296
14.12.2013;111.0281983;73.07887402
15.12.2013;111.2502547;73.44426839
16.12.2013;110.4715029;73.29737986
17.12.2013;110.6924459;72.93089296
18.12.2013;111.5779855;72.20158403
19.12.2013;111.6895634;72.85139829
20.12.2013;110.7960469;73.14280388
21.12.2013;111.3500272;72.92337547
22.12.2013;111.5727272;72.33998846
23.12.2013;111.3495818;72.48466844
24.12.2013;111.1268826;72.04976043
25.12.2013;111.9047708;72.62615851
26.12.2013;111.9047708;72.91666315
27.12.2013;113.0238185;72.33332984
28.12.2013;112.1196279;72.76732982
29.12.2013;112.9044653;73.27670113
30.12.2013;112.0012296;73.86291474
31.12.2013;112.1132308;73.12428559
01.01.2014;112.3374573;72.83178845
02.01.2014;111.4387577;73.26877918
03.01.2014;112.5531452;72.60936017
04.01.2014;112.2154858;73.26284441
05.01.2014;113.3376407;73.99547285
06.01.2014;113.7909912;74.36545022
07.01.2014;114.8151101;73.77052662
08.01.2014;115.9632612;73.9918382
09.01.2014;115.2674817;73.84385452
10.01.2014;114.2300743;73.47463525
11.01.2014;114.4585345;73.18073671
12.01.2014;113.4284077;72.74165228
13.01.2014;112.7478372;72.52342733
14.01.2014;113.4243242;72.01576334
15.01.2014;113.8780215;72.30382639
16.01.2014;113.6502655;71.87000343
17.01.2014;113.422965;72.58870347
18.01.2014;114.1035028;72.87905828
19.01.2014;113.9893993;72.73330016
20.01.2014;114.9013145;72.87876676
21.01.2014;114.4417092;72.73300923
22.01.2014;114.3272675;72.00567914
23.01.2014;115.3562129;71.86166778
24.01.2014;116.1637064;72.36469945
25.01.2014;116.1637064;72.50942885
26.01.2014;115.118233;72.21939114
27.01.2014;115.8089424;72.14717175
28.01.2014;116.2721782;72.07502457
29.01.2014;117.2023556;71.35427433
30.01.2014;118.0227721;71.49698288
31.01.2014;117.550681;71.63997684
01.02.2014;118.4910865;71.35341694
02.02.2014;119.202033;70.99664985
03.02.2014;118.1292147;70.99664985
04.02.2014;118.6017316;71.6356197
05.02.2014;119.1947402;71.42071284
06.02.2014;119.0755455;71.99207854
07.02.2014;119.0755455;71.63211815
08.02.2014;118.7183188;71.05906121
09.02.2014;118.7183188;70.77482496
10.02.2014;119.3119104;70.35017601
11.02.2014;118.9539747;69.71702443
12.02.2014;119.6676985;70.34447765
13.02.2014;119.1890277;70.76654451
14.02.2014;119.5465948;70.20041216
15.02.2014;120.6225142;70.34081298
16.02.2014;120.0194016;70.83319867
17.02.2014;119.2992852;70.62069908
18.02.2014;119.2992852;71.11504397
19.02.2014;118.4641902;71.61284928
20.02.2014;119.0565112;70.89672078
21.02.2014;119.7708502;70.75492734
22.02.2014;119.8906211;70.33039778
23.02.2014;120.4900742;69.83808499
24.02.2014;119.7671337;69.55873265
25.02.2014;118.9287638;70.04564378
26.02.2014;118.0962625;69.69541556
27.02.2014;117.0333961;68.99846141
28.02.2014;116.5652625;68.92946295
01.03.2014;115.8658709;69.34303972
02.03.2014;114.7072122;68.85763845
03.03.2014;114.1336762;69.06421136
04.03.2014;114.0195425;69.34046821
05.03.2014;114.5896402;69.1324468
06.03.2014;114.016692;69.61637393
07.03.2014;113.3325918;69.75560668
08.03.2014;112.9925941;69.19756182
09.03.2014;112.5406237;69.26675939
10.03.2014;112.2030018;68.64335855
11.03.2014;111.8663928;68.84928863
12.03.2014;110.8595953;68.16079574
13.03.2014;111.5247529;67.54734858
14.03.2014;111.6362776;66.87187509
15.03.2014;111.6362776;66.67125947
16.03.2014;112.0828227;67.33797206
17.03.2014;111.6344914;67.20329612
18.03.2014;112.3042984;67.13609282
19.03.2014;112.6412113;67.47177329
20.03.2014;111.6274404;68.14649102
21.03.2014;111.7390678;67.60131909
22.03.2014;111.9625459;68.27733228
23.03.2014;112.5223587;68.55044161
24.03.2014;111.7347022;68.2076894
25.03.2014;112.4051104;67.5938202
26.03.2014;112.067895;67.39103874
27.03.2014;111.3954877;66.78451939
28.03.2014;111.1726967;67.05165747
29.03.2014;110.5056605;67.25281244
30.03.2014;109.5111096;67.25281244
31.03.2014;110.4967096;66.58028432
01.04.2014;111.3806832;65.91448147
02.04.2014;112.2717287;65.25533666
03.04.2014;112.6085439;65.90789002
04.04.2014;112.833761;66.43515314
05.04.2014;113.8492648;66.90019922
06.04.2014;114.5323604;66.83329902
07.04.2014;113.3870368;67.16746551
08.04.2014;114.1807461;67.03313058
09.04.2014;114.6374691;67.10016371
10.04.2014;115.0960189;67.36856437
11.04.2014;114.8658269;67.5033015
12.04.2014;114.9806927;67.5033015
13.04.2014;114.2908086;68.04332791
14.04.2014;114.1765178;68.31550122
15.04.2014;114.6332238;68.17887022
16.04.2014;114.8624903;67.97433361
17.04.2014;115.7813902;68.58610261
18.04.2014;116.1287344;68.58610261
19.04.2014;116.3609918;69.27196363
20.04.2014;116.9427968;69.61832345
21.04.2014;118.1122248;70.17527004
22.04.2014;118.5846737;69.61386788
23.04.2014;119.4147664;69.54425401
24.04.2014;118.578863;69.68334252
25.04.2014;118.1045476;70.3104926
26.04.2014;117.6321294;69.67769817
27.04.2014;118.1026579;69.32930968
28.04.2014;117.2759393;68.70534589
29.04.2014;117.1586633;68.70534589
30.04.2014;118.0959326;68.08699778
01.05.2014;119.158796;68.29125877
02.05.2014;119.0396372;67.60834618
03.05.2014;119.8729147;67.67595453
04.05.2014;119.7530418;67.54060262
05.05.2014;120.8308192;67.0678184
06.05.2014;121.4349733;66.59834367
07.05.2014;122.406453;66.39854864
08.05.2014;122.406453;66.79693993
09.05.2014;121.5496079;67.46490933
10.05.2014;121.0634094;66.79026024
11.05.2014;122.0319167;66.58988946
12.05.2014;122.0319167;66.3235299
13.05.2014;122.5200444;66.12455931
14.05.2014;122.2750043;65.86006108
15.05.2014;121.0522543;65.59662083
16.05.2014;122.2627768;66.1213938
17.05.2014;122.2627768;65.46017986
18.05.2014;122.3850396;65.91840112
19.05.2014;122.1402695;65.98431952
20.05.2014;121.6517084;65.5884136
21.05.2014;121.1651016;65.45723678
22.05.2014;122.3767526;65.3263223
23.05.2014;122.2543758;64.80371172
24.05.2014;122.3766302;64.47969316
25.05.2014;121.5199938;63.83489623
26.05.2014;121.1554338;63.77106134
27.05.2014;120.4285012;64.21745877
28.05.2014;120.0672157;64.02480639
29.05.2014;118.8665436;63.96078158
30.05.2014;119.9363425;63.44909533
31.05.2014;118.8569154;64.02013719
01.06.2014;117.6683462;64.53229829
02.06.2014;116.6093311;64.59683058
03.06.2014;117.5422058;65.0490084
04.06.2014;118.4825434;65.30920443
05.06.2014;119.1934387;65.37451364
06.06.2014;118.478278;65.24376461
07.06.2014;117.6489301;65.4394959
08.06.2014;116.5900897;65.30861691
09.06.2014;117.2896303;65.04738244
10.06.2014;118.1106577;65.24252459
11.06.2014;116.9295511;65.76446479
12.06.2014;117.7480579;66.02752265
13.06.2014;116.6883254;65.43327494
14.06.2014;115.9881955;64.97524202
15.06.2014;117.0320892;64.58539057
16.06.2014;116.4469288;64.77914674
17.06.2014;116.5633757;65.16782162
18.06.2014;117.262756;65.23298944
19.06.2014;116.9109677;65.55915439
