date;portfolio;benchmark
22.06.2012;121.5605137;119.0513982
23.06.2012;121.1958322;119.0513982
24.06.2012;121.317028;120.3609636
25.06.2012;121.6809791;121.6849342
26.06.2012;122.167703;120.9548245
27.06.2012;120.946026;121.8015083
28.06.2012;120.3412959;121.4361038
29.06.2012;120.822661;121.9218482
30.06.2012;120.2185477;121.1903171
01.07.2012;121.0600776;121.6750784
02.07.2012;121.0600776;121.3100532
03.07.2012;121.3021977;120.3395727
04.07.2012;121.5448021;120.3395727
05.07.2012;122.3956157;119.2565166
06.07.2012;123.6195719;119.6142861
07.07.2012;122.6306153;120.810429
08.07.2012;122.6306153;122.0185333
09.07.2012;122.9985072;121.7744962
10.07.2012;122.5065131;123.1140157
11.07.2012;122.9965392;122.2522176
12.07.2012;124.103508;121.5187043
13.07.2012;123.358887;120.9111107
14.07.2012;123.9756814;120.1856441
15.07.2012;124.5955598;119.1039733
16.07.2012;125.8415154;119.4612852
17.07.2012;125.967357;119.819669
18.07.2012;125.0855855;120.5385871
19.07.2012;126.4615269;121.3823572
20.07.2012;125.7027577;120.1685336
21.07.2012;124.9485412;120.5290392
22.07.2012;125.3233868;121.2522134
23.07.2012;126.2006505;122.1009789
24.07.2012;125.317246;121.734676
25.07.2012;126.0691494;121.4912066
26.07.2012;125.1866654;120.7622594
27.07.2012;124.1851721;121.1245462
28.07.2012;123.440061;122.3357916
29.07.2012;122.6994207;122.9474706
30.07.2012;123.3129178;122.0868383
31.07.2012;122.3264144;122.9414462
01.08.2012;121.9594352;122.9414462
02.08.2012;121.349638;124.0479192
03.08.2012;121.5923373;124.1719671
04.08.2012;122.6866683;125.5378587
05.08.2012;124.0362217;124.5335559
06.08.2012;125.0285115;124.9071565
07.08.2012;126.1537681;126.2811353
08.08.2012;125.0183841;126.6599787
09.08.2012;124.3932922;126.1533388
10.08.2012;124.1445056;125.5225721
11.08.2012;124.1445056;124.3928689
12.08.2012;124.1445056;123.6465117
13.08.2012;123.1513496;122.4100466
14.08.2012;123.7671063;122.1652265
15.08.2012;124.6334761;122.5317222
16.08.2012;125.5059104;123.2669125
17.08.2012;126.13344;122.7738449
18.08.2012;126.13344;121.5461064
19.08.2012;127.3947744;120.9383759
20.08.2012;127.6495639;121.5430678
21.08.2012;128.0325126;120.4491801
22.08.2012;128.8007077;120.0878326
23.08.2012;127.8991027;119.7275691
24.08.2012;128.2828;118.5302934
25.08.2012;127.641386;117.4635208
26.08.2012;127.0031791;116.2888856
27.08.2012;127.2571855;116.87033
28.08.2012;127.5116998;117.8052926
29.08.2012;128.4042817;118.6299297
30.08.2012;127.8906646;118.5112998
31.08.2012;127.6348833;118.6298111
01.09.2012;126.6138042;119.934739
02.09.2012;126.740418;120.2945432
03.09.2012;127.7543414;120.2945432
04.09.2012;128.6486218;119.6930705
05.09.2012;128.5199731;118.6158328
06.09.2012;128.2629332;119.6833753
07.09.2012;128.1346703;119.9227421
08.09.2012;129.2878823;121.2418922
09.09.2012;130.3221853;122.2118274
10.09.2012;130.7131519;122.0896156
11.09.2012;131.1052914;123.0663325
12.09.2012;131.4986072;122.4510008
13.09.2012;132.0246017;123.7979618
14.09.2012;132.2886509;124.6645476
15.09.2012;133.4792487;123.5425666
16.09.2012;133.4792487;124.1602795
17.09.2012;133.078811;125.5260425
18.09.2012;132.2803381;126.1536728
19.09.2012;132.6771791;126.2798264
20.09.2012;132.4118248;125.6484273
21.09.2012;132.4118248;127.03056
22.09.2012;131.7497656;126.5224378
23.09.2012;131.0910168;127.9141846
24.09.2012;132.533018;127.9141846
25.09.2012;131.4727539;129.0654122
26.09.2012;130.4209718;129.7107393
27.09.2012;129.638446;130.7484252
28.09.2012;129.2495307;132.1866579
29.09.2012;129.8957783;131.3935379
30.09.2012;130.0256741;130.8679638
01.10.2012;128.7254173;131.7840395
02.10.2012;127.4381632;132.0476076
03.10.2012;128.5851066;133.5001313
04.10.2012;128.8422769;132.2986301
05.10.2012;128.45575;131.5048383
06.10.2012;128.969573;130.1897899
07.10.2012;129.6144209;130.1897899
08.10.2012;131.0401795;130.5803593
09.10.2012;130.647059;131.7555826
10.10.2012;130.2551178;130.9650491
11.10.2012;130.9063934;131.3579442
12.10.2012;131.8227381;131.2265863
13.10.2012;133.1409655;132.276399
14.10.2012;133.0078246;131.7472934
15.10.2012;133.5398559;132.5377771
16.10.2012;133.5398559;131.2123993
17.10.2012;135.0087943;131.3436117
18.10.2012;134.8737855;130.6868937
19.10.2012;134.3342903;131.9937626
20.10.2012;132.9909474;130.673825
21.10.2012;132.9909474;131.5885418
22.10.2012;134.054875;132.2464845
23.10.2012;133.1164909;132.2464845
24.10.2012;131.785326;131.1885126
25.10.2012;131.5217553;132.2380207
26.10.2012;131.2587118;131.0478785
27.10.2012;131.7837467;129.7373997
28.10.2012;131.2566117;129.8671371
29.10.2012;132.175408;129.8671371
30.10.2012;133.1006358;129.0879343
31.10.2012;133.3668371;129.2170222
01.11.2012;134.3004049;128.1832861
02.11.2012;133.0917013;128.9523858
03.11.2012;133.3578847;130.2419096
04.11.2012;132.4243795;131.4140868
05.11.2012;131.4974089;130.6256023
06.11.2012;132.8123829;131.0174791
07.11.2012;132.4139458;131.6725665
08.11.2012;132.2815318;131.2775488
09.11.2012;132.9429395;131.4088264
10.11.2012;133.4747113;131.671644
11.11.2012;132.9408124;132.7250172
12.11.2012;132.9408124;131.530492
13.11.2012;133.6055165;130.7413091
14.11.2012;134.4071496;130.6105677
15.11.2012;134.2727424;131.2636206
16.11.2012;134.6755607;131.132357
17.11.2012;134.0021829;130.7389599
18.11.2012;133.4661741;132.0463495
19.11.2012;133.3327079;131.9143031
20.11.2012;133.9993715;132.1781317
21.11.2012;133.8653721;133.6320912
22.11.2012;132.7944491;134.4338837
23.11.2012;132.9272436;134.0305821
24.11.2012;133.4589526;134.2986433
25.11.2012;133.3254936;134.1643446
26.11.2012;134.6587485;133.7618516
27.11.2012;134.7934073;135.0994701
28.11.2012;134.2542337;134.6941717
29.11.2012;134.6569964;134.5594775
30.11.2012;135.4649383;133.2138827
01.12.2012;134.2457539;134.4128077
02.12.2012;134.5142454;134.6816333
03.12.2012;134.6487597;134.9509966
04.12.2012;133.5715696;135.2208986
05.12.2012;132.2358539;135.4913404
06.12.2012;132.6325614;134.4074096
07.12.2012;132.6325614;135.7514837
08.12.2012;131.571501;136.4302411
09.12.2012;131.0452149;136.2938109
10.12.2012;131.1762602;137.3841614
11.12.2012;131.8321415;136.4224723
12.12.2012;133.282295;135.0582475
13.12.2012;132.6158835;136.40883
14.12.2012;133.278963;135.590377
15.12.2012;133.6787999;134.7768348
16.12.2012;134.881909;133.6986201
17.12.2012;134.881909;133.8323187
18.12.2012;136.36561;134.7691449
19.12.2012;136.2292444;135.4429907
20.12.2012;137.4553076;135.5784337
21.12.2012;137.8676736;136.5274827
22.12.2012;137.5919382;137.2101201
23.12.2012;136.3536108;136.3868594
24.12.2012;136.4899644;135.9776988
25.12.2012;137.854864;136.9295427
26.12.2012;136.7520251;138.024979
27.12.2012;136.068265;138.439054
28.12.2012;137.0207428;138.7159321
29.12.2012;135.6505354;139.1320799
30.12.2012;134.9722827;139.8277403
31.12.2012;135.2422273;139.1286016
01.01.2013;135.9184384;140.1025018
02.01.2013;136.0543569;139.9623993
03.01.2013;135.6461938;140.5222489
04.01.2013;134.5610243;139.8196376
05.01.2013;133.215414;138.8409002
06.01.2013;132.2829061;140.2293092
07.01.2013;132.5474719;140.2293092
08.01.2013;132.6800194;141.7718316
09.01.2013;132.5473394;141.4882879
10.01.2013;133.2100761;140.6393582
11.01.2013;132.8104458;142.1863911
12.01.2013;133.4744981;143.7504414
13.01.2013;133.2075491;142.312937
14.01.2013;132.4083038;143.5937535
15.01.2013;133.4675702;144.8860972
16.01.2013;134.0014405;145.3207555
17.01.2013;135.4754563;144.448831
18.01.2013;135.3399809;144.8821775
19.01.2013;136.0166808;145.316824
20.01.2013;136.5607475;146.3340418
21.01.2013;136.4241868;146.0413737
22.01.2013;137.7884286;146.917622
23.01.2013;138.6151592;148.5337158
24.01.2013;139.8626956;148.5337158
25.01.2013;141.2613226;148.9793169
26.01.2013;140.2724933;150.4691101
27.01.2013;141.5349458;150.6195792
28.01.2013;141.9595506;149.1133834
29.01.2013;142.5273888;148.96427
30.01.2013;142.954971;149.7090914
31.01.2013;144.5274757;149.7090914
01.02.2013;144.5274757;151.3558914
02.02.2013;143.6603108;152.4153826
03.02.2013;142.2237077;151.5008903
04.02.2013;141.2281418;152.1068939
05.02.2013;140.522001;152.1068939
06.02.2013;141.084089;153.6279628
07.02.2013;142.3538458;153.3207069
08.02.2013;141.6420766;154.853914
09.02.2013;143.2001395;155.7830375
10.02.2013;143.77294;156.4061696
11.02.2013;143.916713;158.1266375
12.02.2013;145.3558801;158.4428908
13.02.2013;145.7919477;157.9675621
14.02.2013;147.1040753;158.9153675
15.02.2013;145.6330345;158.9153675
16.02.2013;146.5068327;160.027775
17.02.2013;147.09286;159.8677473
18.02.2013;146.2103029;160.667086
19.02.2013;145.9178823;160.3457518
20.02.2013;145.6260465;161.7888636
21.02.2013;145.4804205;160.8181304
22.02.2013;145.33494;160.335676
23.02.2013;144.0269256;161.9390328
24.02.2013;143.7388717;160.4815815
25.02.2013;142.301483;161.9259157
26.02.2013;142.301483;160.4685825
27.02.2013;141.5899756;161.7523311
28.02.2013;140.4572558;162.7228451
01.03.2013;140.1763413;162.7228451
02.03.2013;138.7745779;161.2583395
03.03.2013;140.0235491;160.2907895
04.03.2013;139.3234313;161.0922434
05.03.2013;138.6268142;161.8977046
06.03.2013;139.8744555;161.5739092
07.03.2013;141.1333256;161.0891875
08.03.2013;140.8510589;160.2837416
09.03.2013;140.8510589;162.0468627
10.03.2013;141.1327611;160.9125347
11.03.2013;140.4270973;162.52166
12.03.2013;140.4270973;161.0589651
13.03.2013;139.5845347;161.8642599
14.03.2013;138.4678584;163.6447668
15.03.2013;137.0831798;162.3356086
16.03.2013;137.3573462;162.173273
17.03.2013;138.868277;162.173273
18.03.2013;137.7573308;163.6328325
19.03.2013;137.0685441;162.9783012
20.03.2013;137.6168183;164.6080842
21.03.2013;138.9929865;166.0895569
22.03.2013;140.3829163;167.9165421
23.03.2013;139.259853;167.7486255
24.03.2013;138.1457742;169.4261118
25.03.2013;139.5272319;169.764964
26.03.2013;139.3877047;170.6137888
27.03.2013;140.0846432;170.9550164
28.03.2013;141.345405;170.6131064
29.03.2013;142.4761682;171.2955588
30.03.2013;143.9009299;170.439081
31.03.2013;144.1887318;171.6321546
01.04.2013;145.1980529;172.147051
02.04.2013;146.7952315;173.6963745
03.04.2013;147.9695933;173.8700709
04.04.2013;149.4492893;172.3052402
05.04.2013;150.7943329;172.4775455
06.04.2013;151.5483045;173.8573658
07.04.2013;152.4575944;175.5959395
08.04.2013;152.4575944;174.8935557
09.04.2013;151.5428488;175.7680235
10.04.2013;150.4820489;174.3618793
11.04.2013;149.8801207;172.6182605
12.04.2013;151.2290418;172.4456423
13.04.2013;149.7167513;172.100751
14.04.2013;151.2139188;171.0681465
15.04.2013;151.6675606;169.357465
16.04.2013;150.3025526;168.8493926
17.04.2013;149.8516449;167.1608987
18.04.2013;150.7507548;166.1579333
19.04.2013;150.600004;166.822565
20.04.2013;150.600004;168.1571455
21.04.2013;149.244604;167.9889884
22.04.2013;149.6923378;169.6688783
23.04.2013;149.6923378;169.3295405
24.04.2013;148.7941838;168.9908814
25.04.2013;148.942978;170.0048267
26.04.2013;149.5387499;168.4747833
27.04.2013;150.4359824;169.9910563
28.04.2013;151.1881623;169.8210653
29.04.2013;151.6417268;168.4624968
30.04.2013;151.6417268;168.7994218
01.05.2013;151.3384433;167.7866252
02.05.2013;149.8250589;166.9476921
03.05.2013;149.9748839;167.2815875
04.05.2013;150.8747332;165.7760532
05.05.2013;149.5168606;167.2680377
06.05.2013;149.6663775;167.6025738
07.05.2013;150.4147094;166.5969583
08.05.2013;151.4676124;166.9301522
09.05.2013;150.5588067;168.4325236
10.05.2013;150.7093655;169.1062537
11.05.2013;152.0657498;167.7534037
12.05.2013;151.4574868;167.2501434
13.05.2013;150.8516568;168.0863942
14.05.2013;150.7008052;167.9183078
15.05.2013;149.6458995;166.9107979
16.05.2013;150.6934208;168.4129951
17.05.2013;150.2413406;167.9077561
18.05.2013;149.6403752;167.2361251
19.05.2013;149.7900156;165.8982361
20.05.2013;150.2393856;164.5710502
21.05.2013;150.6901038;163.0899108
22.05.2013;149.1832027;161.6221016
23.05.2013;149.3323859;161.6221016
24.05.2013;149.9297155;161.1372353
25.05.2013;149.4799263;162.7486076
26.05.2013;148.4335669;163.2368534
27.05.2013;149.1757347;164.3795114
28.05.2013;150.0707891;163.0644753
29.05.2013;148.5700812;163.3906043
30.05.2013;148.124371;162.4102606
31.05.2013;147.0875004;163.5471325
01.06.2013;148.1171129;164.3648681
02.06.2013;147.5246444;164.8579627
03.06.2013;148.2622676;166.0119685
04.06.2013;148.2622676;166.0119685
05.06.2013;147.5209563;165.3479206
06.06.2013;148.406082;165.0172248
07.06.2013;148.9997064;165.0172248
08.06.2013;147.658709;166.8324142
09.06.2013;147.3633916;166.6655818
10.06.2013;148.2475719;165.4989227
11.06.2013;149.7300477;165.8299206
12.06.2013;151.0776181;165.3324308
13.06.2013;151.3797733;166.159093
14.06.2013;150.3201149;164.9959793
15.06.2013;149.8691546;164.3359954
16.06.2013;148.6702013;163.3499794
17.06.2013;147.1834993;161.7164796
18.06.2013;146.7419488;161.0696137
19.06.2013;146.154981;162.197101
20.06.2013;147.3242209;160.8995242
21.06.2013;147.7661935;161.7040218
22.06.2013;147.4706612;162.1891339
23.06.2013;146.4383665;163.9732144
24.06.2013;147.3169967;162.4974554
25.06.2013;147.9062647;161.5224707
26.06.2013;147.0188271;160.8763808
27.06.2013;147.6069024;160.0719989
28.06.2013;149.0829715;159.9119269
29.06.2013;150.7228841;161.5110462
30.06.2013;151.0243299;162.8031346
01.07.2013;151.1753542;163.9427565
02.07.2013;152.8382831;163.7788137
03.07.2013;152.0740917;162.3048044
04.07.2013;153.5948326;163.4409381
05.07.2013;152.9804533;162.6237334
06.07.2013;152.215551;163.7620995
07.07.2013;150.8456111;163.5983374
08.07.2013;149.337155;162.453149
09.07.2013;149.1878178;163.5903211
10.07.2013;148.4418787;165.2262243
11.07.2013;149.1840881;163.573962
12.07.2013;149.3332722;164.7189798
13.07.2013;150.9759382;165.0484177
14.07.2013;152.6366735;164.8833693
15.07.2013;151.1103068;165.5429028
16.07.2013;152.6214099;165.0462741
17.07.2013;151.8583028;164.5511353
18.07.2013;153.5287441;166.3611978
19.07.2013;153.2216867;167.8584485
20.07.2013;154.1410168;169.0334577
21.07.2013;155.3741449;170.8928257
22.07.2013;154.5972742;170.7219329
23.07.2013;156.1432469;171.5755425
24.07.2013;154.8941009;170.2029382
25.07.2013;156.5979361;170.0327353
26.07.2013;157.0677299;169.6926698
27.07.2013;156.4394589;170.7108258
28.07.2013;156.4394589;171.9058016
29.07.2013;155.0315038;172.0777074
30.07.2013;155.4965983;170.8731634
31.07.2013;156.2740813;171.7275293
01.08.2013;156.2740813;170.6971641
02.08.2013;157.8368221;170.0143754
03.08.2013;158.3103326;171.8845336
04.08.2013;157.6770913;171.0251109
05.08.2013;157.5194142;172.2222867
06.08.2013;157.834453;172.0500644
07.08.2013;157.834453;173.4264649
08.08.2013;159.2549631;173.7733178
09.08.2013;160.2104929;175.6848243
10.08.2013;161.4921768;177.0903029
11.08.2013;161.0077003;179.0382963
12.08.2013;161.3297157;177.6059899
13.08.2013;163.1043425;176.5403539
14.08.2013;162.6150295;175.3045715
15.08.2013;164.0785648;174.6033532
16.08.2013;162.7659363;175.3017666
17.08.2013;161.4638088;177.230086
18.08.2013;161.302345;179.0023869
19.08.2013;162.7540661;180.434406
20.08.2013;162.9168201;181.336578
21.08.2013;162.2651529;182.4245975
22.08.2013;163.8878044;184.2488435
23.08.2013;165.3627946;184.9858388
24.08.2013;166.8510598;185.7257822
25.08.2013;168.5195704;186.0972337
26.08.2013;168.6880899;187.7721089
27.08.2013;170.0375947;187.3965646
28.08.2013;171.0578202;189.2705303
29.08.2013;170.5446468;189.6490713
30.08.2013;171.5679147;191.7352111
31.08.2013;170.3669393;193.8442984
01.09.2013;171.3891409;192.0996998
02.09.2013;171.0463626;192.2917995
03.09.2013;170.5332235;192.2917995
04.09.2013;170.1921571;191.3303405
05.09.2013;171.21331;192.8609832
06.09.2013;169.6723902;192.2824002
07.09.2013;168.4846835;191.705553
08.09.2013;168.4846835;193.8143141
09.09.2013;167.4737754;192.6514282
10.09.2013;166.8038803;191.8808225
11.09.2013;167.8047036;192.8402266
12.09.2013;169.1471412;191.1046646
13.09.2013;168.9779941;189.7669319
14.09.2013;168.9779941;188.6283304
15.09.2013;169.1469721;187.1193037
16.09.2013;169.8235599;185.8094686
17.09.2013;168.1253243;185.0662307
18.09.2013;169.1340763;186.5467606
19.09.2013;169.9797467;188.2256814
20.09.2013;168.4499289;189.9197125
21.09.2013;168.9552787;191.8189097
22.09.2013;168.2794576;190.8598151
23.09.2013;166.933222;190.2872357
24.09.2013;166.0985558;191.4289591
25.09.2013;165.4341616;190.0889564
26.09.2013;165.5995958;190.0889564
27.09.2013;164.1091994;190.2790453
28.09.2013;165.9144006;191.9915567
29.09.2013;167.2417158;191.7995652
30.09.2013;167.4089575;191.6077656
01.10.2013;168.9156382;191.9909811
02.10.2013;169.0845538;191.7989902
03.10.2013;168.0700465;190.6481962
04.10.2013;169.5826769;189.8856034
05.10.2013;168.9043462;191.4046883
06.10.2013;168.3976331;190.2562601
07.10.2013;168.2292355;191.588054
08.10.2013;167.892777;189.6721734
09.10.2013;167.0533132;190.0515178
10.10.2013;165.7168866;190.0515178
11.10.2013;164.3911516;188.9112087
12.10.2013;166.0350631;188.344475
13.10.2013;164.8728176;188.9095085
14.10.2013;165.5323089;188.9095085
15.10.2013;165.2012443;189.476237
16.10.2013;166.6880555;190.8025706
17.10.2013;167.8548719;190.0393604
18.10.2013;166.8477426;191.1795965
19.10.2013;166.8477426;192.3266741
20.10.2013;166.5140472;194.4422675
21.10.2013;166.5140472;196.5811325
22.10.2013;165.847991;196.5811325
23.10.2013;166.013839;197.1708758
24.10.2013;167.8399912;197.9595594
25.10.2013;168.5113511;196.9697616
26.10.2013;168.3428398;198.9394592
27.10.2013;167.1644399;199.735217
28.10.2013;168.334591;200.7338931
29.10.2013;168.8395948;199.9309575
30.10.2013;170.5279907;199.9309575
31.10.2013;169.1637668;198.1315789
01.11.2013;167.4721291;197.5371842
02.11.2013;167.1371849;196.7470354
03.11.2013;166.4686361;196.7470354
04.11.2013;166.3021675;197.1405295
05.11.2013;165.9695632;198.3233727
06.11.2013;165.1397153;197.5300792
07.11.2013;166.2956933;197.5300792
08.11.2013;164.7990321;199.1103198
09.11.2013;164.139836;198.3138785
10.11.2013;165.7812343;198.1155647
11.11.2013;166.6101405;198.3136802
12.11.2013;166.2769202;198.7103076
13.11.2013;167.6071356;198.9090179
14.11.2013;167.4395285;200.8981081
15.11.2013;165.7651332;199.6927194
16.11.2013;167.4227845;198.6942558
17.11.2013;167.0879389;199.4890329
18.11.2013;165.5841475;200.486478
19.11.2013;167.0744048;202.6918293
20.11.2013;166.740256;203.7052884
21.11.2013;166.5735157;203.7052884
22.11.2013;167.7395304;201.6682355
23.11.2013;166.3976141;200.0548897
24.11.2013;167.0632046;202.2554934
25.11.2013;166.3949518;204.0757929
26.11.2013;165.7293719;205.912475
27.11.2013;166.3922894;207.9715998
28.11.2013;165.0611511;207.7636282
29.11.2013;164.2358454;209.0102099
30.11.2013;164.8927887;209.4282304
01.12.2013;164.2332176;208.3810892
02.12.2013;164.0689844;208.1727081
03.12.2013;165.3815362;208.7972262
04.12.2013;166.3738255;207.1268484
05.12.2013;167.2056946;206.0912142
06.12.2013;168.3761345;205.885123
07.12.2013;168.5445106;206.9145486
08.12.2013;169.2186886;206.9145486
09.12.2013;171.0800942;205.4661467
10.12.2013;171.4222544;205.6716129
11.12.2013;171.7650989;206.9056426
12.12.2013;170.5627432;207.1125482
13.12.2013;171.7566824;208.148111
14.12.2013;172.7872225;209.1888515
15.12.2013;171.5777119;209.6072292
16.12.2013;171.5777119;207.7207641
17.12.2013;169.8619348;205.6435565
18.12.2013;170.0317968;205.437913
19.12.2013;168.3314788;206.2596646
20.12.2013;167.4898214;206.2596646
21.12.2013;168.9972298;207.9097419
22.12.2013;169.5042215;207.9097419
23.12.2013;170.5212468;208.5334711
24.12.2013;172.2264593;209.5761385
25.12.2013;172.7431387;211.0431715
26.12.2013;173.6068544;213.1536032
27.12.2013;175.3429229;215.4982928
28.12.2013;175.5182658;217.6532757
29.12.2013;173.9386014;219.6121552
30.12.2013;172.373154;218.0748701
31.12.2013;172.0284077;220.4736937
01.01.2014;170.6521804;221.7965359
02.01.2014;170.8228326;220.2439601
03.01.2014;172.3602381;218.7022524
04.01.2014;171.6707972;216.9526344
05.01.2014;169.9540892;216.3017765
06.01.2014;168.4245024;216.9506818
07.01.2014;167.4139554;217.8184845
08.01.2014;166.5768856;216.9472106
09.01.2014;166.4103087;214.9946857
10.01.2014;167.5751809;213.7047176
11.01.2014;166.737305;213.4910129
12.01.2014;166.9040423;214.1314859
13.01.2014;165.4019059;215.4162748
